[21:42:39] [main/INFO]: ModLauncher running: args [--username, Vegely, --version, forge-47.2.6, --gameDir, C:\Users\bogurad\curseforge\minecraft\Instances\TerraFirmaGreg Modern, --assetsDir, C:\Users\bogurad\curseforge\minecraft\Install\assets, --assetIndex, 5, --uuid, 1c3ad3930320474bbfa2aa740b70c321, --accessToken, ????????, --clientId, NGI5ZWI1OTEtYzRlZC00N2E1LTk1ZDYtNDRlNzE5YzVlMThl, --xuid, 2535424970138450, --userType, msa, --versionType, release, --width, 1024, --height, 768, --quickPlayPath, C:\Users\bogurad\curseforge\minecraft\Install\quickPlay\java\1733604157932.json, --launchTarget, forgeclient, --fml.forgeVersion, 47.2.6, --fml.mcVersion, 1.20.1, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20230612.114412]
[21:42:39] [main/INFO]: ModLauncher 10.0.9+10.0.9+main.dcd20f30 starting: java version 17.0.8 by Microsoft; OS Windows 11 arch amd64 version 10.0
[21:43:00] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:move_quest_response
[21:43:00] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbquests:change_chapter_group
[21:43:00] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:change_chapter_group_response
[21:43:00] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbquests:move_chapter_group
[21:43:00] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:move_chapter_group_response
[21:43:00] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:sync_reward_blocking
[21:43:00] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbquests:copy_quest
[21:43:00] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbquests:copy_chapter_image
[21:43:00] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbquests:sync_structures_request
[21:43:00] [modloading-worker-0/INFO]: Sending ConfigManager...
[21:43:00] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:sync_structures_response
[21:43:00] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbquests:request_team_data
[21:43:00] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:sync_editor_permission
[21:43:00] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:open_quest_book
[21:43:00] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:clear_display_cache
[21:43:00] [modloading-worker-0/INFO]: Sending ConfigManager took 18.43 ms
[21:43:00] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbfiltersystem:sync_filter
[21:43:00] [modloading-worker-0/INFO]: [FANCYMENU] Loading v3.2.3 in client-side mode on FORGE!
[21:43:00] [modloading-worker-0/INFO]: Initialised items.
[21:43:00] [modloading-worker-0/INFO]: Loading config: C:\Users\bogurad\curseforge\minecraft\Instances\TerraFirmaGreg Modern\config\showcaseitem-common.toml
[21:43:00] [modloading-worker-0/INFO]: Built config: C:\Users\bogurad\curseforge\minecraft\Instances\TerraFirmaGreg Modern\config\showcaseitem-common.toml
[21:43:00] [modloading-worker-0/INFO]: Loaded config: C:\Users\bogurad\curseforge\minecraft\Instances\TerraFirmaGreg Modern\config\showcaseitem-common.toml
[21:43:00] [modloading-worker-0/INFO]: Initialised blocks.
[21:43:00] [modloading-worker-0/INFO]: Initialised block entities.
[21:43:00] [modloading-worker-0/INFO]: Deserializing YACLConfig from 'C:\Users\bogurad\curseforge\minecraft\Instances\TerraFirmaGreg Modern\config\yacl.json5'
[21:43:00] [modloading-worker-0/INFO]: [BetterF3] Starting...
[21:43:00] [modloading-worker-0/INFO]: [BetterF3] Loading...
[21:43:00] [modloading-worker-0/INFO]: Packet Fixer has been initialized successfully
[21:43:00] [modloading-worker-0/INFO]: Constructing common components for puzzleslib:main
[21:43:00] [modloading-worker-0/INFO]: [FTB Quests] Enabled KubeJS integration
[21:43:00] [modloading-worker-0/INFO]: [BetterF3] All done!
[21:43:00] [modloading-worker-0/INFO]: Constructing client components for puzzleslib:main
[21:43:01] [modloading-worker-0/INFO]: Loading Rhino Minecraft remapper...
[21:43:01] [modloading-worker-0/INFO]: Rhino properties loaded.
[21:43:01] [modloading-worker-0/INFO]: Loading mappings for 1.20.1
[21:43:01] [modloading-worker-0/INFO]: Done in 0.072 s
[21:43:01] [CraftPresence/INFO]: Attempting to connect to Discord (1/10)...
[21:43:01] [modloading-worker-0/WARN]: @Inject(@At("INVOKE")) Shift.BY=2 on create_connected.mixins.json:sequencedgearshift.SequencedGearshiftScreenMixin::handler$cen000$updateParamsOfRow exceeds the maximum allowed value: 0. Increase the value of maxShiftBy to suppress this warning.
[21:43:01] [CraftPresence/INFO]: Loaded display data with Client Id: 1182610212121743470 (Logged in as vegely)
[21:43:02] [modloading-worker-0/INFO]: Registered bogey styles from railways
[21:43:02] [modloading-worker-0/INFO]: Registering data fixers
[21:43:02] [modloading-worker-0/WARN]: Skipping Datafixer Registration due to it being disabled in the config.
[21:43:02] [modloading-worker-0/INFO]: Registering tracks for Hex Casting
[21:43:02] [modloading-worker-0/INFO]: Registering tracks for Oh The Biomes You'll Go
[21:43:02] [modloading-worker-0/INFO]: Registering tracks for Blue Skies
[21:43:02] [modloading-worker-0/INFO]: Registering tracks for Twilight Forest
[21:43:02] [modloading-worker-0/INFO]: Registering tracks for Biomes O' Plenty
[21:43:02] [modloading-worker-0/INFO]: Registering tracks for Nature's Spirit
[21:43:02] [modloading-worker-0/INFO]: Registering tracks for Dreams and Desires
[21:43:02] [modloading-worker-0/INFO]: Registering tracks for Quark
[21:43:02] [modloading-worker-0/INFO]: Registering tracks for TerraFirmaCraft
[21:43:02] [modloading-worker-0/INFO]: Loaded script startup_scripts:main_startup_script.js in 0.128 s
[21:43:02] [modloading-worker-0/INFO]: Loaded script startup_scripts:ae2/constants.js in 0.005 s
[21:43:02] [modloading-worker-0/INFO]: Loaded script startup_scripts:asticor_carts/constants.js in 0.001 s
[21:43:02] [modloading-worker-0/INFO]: Loaded script startup_scripts:chisel_and_bits/constants.js in 0.001 s
[21:43:02] [modloading-worker-0/INFO]: Loaded script startup_scripts:computer_craft/constants.js in 0.001 s
[21:43:02] [modloading-worker-0/INFO]: Loaded script startup_scripts:create/constants.js in 0.015 s
[21:43:02] [modloading-worker-0/INFO]: Loaded script startup_scripts:create_additions/constants.js in 0.001 s
[21:43:02] [modloading-worker-0/INFO]: Loaded script startup_scripts:extended_ae2/constants.js in 0.001 s
[21:43:02] [modloading-worker-0/INFO]: Loaded script startup_scripts:firmaciv/blocks.js in 0.002 s
[21:43:02] [modloading-worker-0/INFO]: Loaded script startup_scripts:firmaciv/constants.js in 0.0 s
[21:43:02] [modloading-worker-0/INFO]: Loaded script startup_scripts:firmalife/constants.js in 0.005 s
[21:43:02] [modloading-worker-0/INFO]: Loaded script startup_scripts:framedblocks/constants.js in 0.001 s
[21:43:02] [modloading-worker-0/INFO]: Loaded script startup_scripts:ftb_quests/constants.js in 0.001 s
[21:43:02] [modloading-worker-0/INFO]: Loaded script startup_scripts:gtceu/blocks.js in 0.001 s
[21:43:02] [modloading-worker-0/INFO]: Loaded script startup_scripts:gtceu/constants.js in 0.001 s
[21:43:02] [modloading-worker-0/INFO]: Loaded script startup_scripts:gtceu/items.js in 0.0 s
[21:43:02] [modloading-worker-0/INFO]: Loaded script startup_scripts:gtceu/machines.js in 0.002 s
[21:43:02] [modloading-worker-0/INFO]: Loaded script startup_scripts:gtceu/material_info.js in 0.003 s
[21:43:02] [modloading-worker-0/INFO]: Loaded script startup_scripts:gtceu/recipe_types.js in 0.0 s
[21:43:02] [modloading-worker-0/INFO]: Loaded script startup_scripts:horornot/constants.js in 0.0 s
[21:43:02] [modloading-worker-0/INFO]: Loaded script startup_scripts:mega_cells/constants.js in 0.001 s
[21:43:02] [modloading-worker-0/INFO]: Loaded script startup_scripts:minecraft/constants.js in 0.008 s
[21:43:02] [modloading-worker-0/INFO]: Loaded script startup_scripts:more_red/constants.js in 0.0 s
[21:43:02] [modloading-worker-0/INFO]: Loaded script startup_scripts:railways/constants.js in 0.001 s
[21:43:02] [modloading-worker-0/INFO]: Loaded script startup_scripts:sophisticated_backpacks/constants.js in 0.0 s
[21:43:02] [modloading-worker-0/INFO]: Loaded script startup_scripts:tfc/constants.js in 0.01 s
[21:43:02] [modloading-worker-0/INFO]: Loaded 26/26 KubeJS startup scripts in 1.69 s with 0 errors and 0 warnings
[21:43:03] [modloading-worker-0/INFO]: example.js#3: TerraFirmaGreg the best modpack in the world :)
[21:43:03] [modloading-worker-0/INFO]: Loaded script client_scripts:example.js in 0.0 s
[21:43:03] [modloading-worker-0/INFO]: Loaded 1/1 KubeJS client scripts in 0.021 s with 0 errors and 0 warnings
[21:43:03] [modloading-worker-0/INFO]: Registering C2S receiver with id kubejs:send_data_from_client
[21:43:03] [modloading-worker-0/INFO]: Registering S2C receiver with id kubejs:send_data_from_server
[21:43:03] [modloading-worker-0/INFO]: Registering S2C receiver with id kubejs:paint
[21:43:03] [modloading-worker-0/INFO]: Registering S2C receiver with id kubejs:add_stage
[21:43:03] [modloading-worker-0/INFO]: Registering S2C receiver with id kubejs:remove_stage
[21:43:03] [modloading-worker-0/INFO]: Registering S2C receiver with id kubejs:sync_stages
[21:43:03] [modloading-worker-0/INFO]: Registering C2S receiver with id kubejs:first_click
[21:43:03] [modloading-worker-0/INFO]: Registering S2C receiver with id kubejs:toast
[21:43:03] [modloading-worker-0/INFO]: Registering S2C receiver with id kubejs:reload_startup_scripts
[21:43:03] [modloading-worker-0/INFO]: Registering S2C receiver with id kubejs:display_server_errors
[21:43:03] [modloading-worker-0/INFO]: Registering S2C receiver with id kubejs:display_client_errors
[21:43:03] [Render thread/INFO]: GTCEu common proxy init!
[21:43:03] [Render thread/INFO]: Registering material registries
[21:43:03] [Render thread/INFO]: Registering GTCEu Materials
[21:43:03] [Render thread/INFO]: Registering addon Materials
[21:43:03] [Render thread/WARN]: FluidStorageKey{gtceu:liquid} already has an associated fluid for material gtceu:water
[21:43:03] [Render thread/WARN]: FluidStorageKey{gtceu:liquid} already has an associated fluid for material gtceu:lava
[21:43:04] [Render thread/INFO]: Registering KeyBinds
[21:43:06] [Render thread/WARN]: Registry minecraft:menu: The object net.minecraft.world.inventory.MenuType@15cd3a9c has been registered twice for the same name ae2:export_card.
[21:43:06] [Render thread/WARN]: Registry minecraft:menu: The object net.minecraft.world.inventory.MenuType@5aeb4a28 has been registered twice for the same name ae2:insert_card.
[21:43:07] [Render thread/INFO]: Initialized block sets in 29ms
[21:43:07] [Render thread/INFO]: Registering C2S receiver with id ae2wtlib:cycle_terminal
[21:43:08] [Render thread/INFO]: Injecting TFC Tumbleweed override pack
[21:43:08] [Render thread/INFO]: Injecting firmalife override pack
[21:43:08] [Render thread/INFO]: Hardware information:
[21:43:08] [Render thread/INFO]: CPU: 16x AMD Ryzen 7 5800X 8-Core Processor 
[21:43:08] [Render thread/INFO]: GPU: NVIDIA GeForce RTX 4070/PCIe/SSE2 (Supports OpenGL 4.6.0 NVIDIA 560.94)
[21:43:08] [Render thread/INFO]: OS: Windows 11 (10.0)
[21:43:09] [Render thread/WARN]: Method overwrite conflict for isHidden in mixins.oculus.compat.sodium.json:copyEntity.ModelPartMixin, previously written by dev.tr7zw.firstperson.mixins.ModelPartMixin. Skipping method.
[21:43:09] [Render thread/INFO]: [FANCYMENU] Registering resource reload listener..
[21:43:09] [Render thread/INFO]: [FANCYMENU] Initializing screen customization engine! Addons should NOT REGISTER TO REGISTRIES anymore now!
[21:43:09] [FTB Backups Config Watcher 0/INFO]: Config at C:\Users\bogurad\curseforge\minecraft\Instances\TerraFirmaGreg Modern\config\ftbbackups2.json has changed, reloaded!
[21:43:09] [Render thread/INFO]: [FANCYMENU] Minecraft resource reload: STARTING
[21:43:09] [Render thread/INFO]: Invalidating pack caches
[21:43:09] [Render thread/INFO]: Reloading ResourceManager: Additional Placements blockstate redirection pack, vanilla, mod_resources, gtceu:dynamic_assets, Moonlight Mods Dynamic Assets, Firmalife-1.20.1-2.1.3.jar:overload, TFCTumbleweed-1.20.1-1.2.2.jar:overload, KubeJS Resource Pack [assets], ldlib
[21:43:09] [Render thread/INFO]: Generated runtime CLIENT_RESOURCES for pack Moonlight Mods Dynamic Assets (moonlight) in: 1 ms
[21:43:09] [modloading-worker-0/INFO]: Loading client config for pickupnotifier
[21:43:09] [Finalizer/WARN]: One or more BufferBuilders have been leaked, ModernFix will attempt to correct this.
[21:43:09] [modloading-worker-0/INFO]: Loading client config for hangglider
[21:43:10] [Worker-ResourceReload-11/INFO]: Found unifont_all_no_pua-15.0.06.hex, loading
[21:43:10] [Worker-ResourceReload-5/INFO]: Loading Open Parties and Claims!
[21:43:10] [Worker-ResourceReload-1/INFO]: recipeessentials mod initialized
[21:43:10] [Worker-ResourceReload-3/INFO]: TFC Common Setup
[21:43:10] [Forge Version Check/INFO]: [saturn] Starting version check at https://github.com/AbdElAziz333/Saturn/raw/mc1.20.1/dev/updates.json
[21:43:10] [Forge Version Check/WARN]: Failed to process update information
com.google.gson.JsonSyntaxException: java.lang.IllegalStateException: Expected BEGIN_OBJECT but was STRING at line 8 column 1 path $
	at com.google.gson.Gson.fromJson(Gson.java:1226) ~[gson-2.10.jar%23107!/:?]
	at com.google.gson.Gson.fromJson(Gson.java:1124) ~[gson-2.10.jar%23107!/:?]
	at com.google.gson.Gson.fromJson(Gson.java:1034) ~[gson-2.10.jar%23107!/:?]
	at com.google.gson.Gson.fromJson(Gson.java:969) ~[gson-2.10.jar%23107!/:?]
	at net.minecraftforge.fml.VersionChecker$1.process(VersionChecker.java:183) ~[fmlcore-1.20.1-47.2.6.jar%23451!/:?]
	at java.lang.Iterable.forEach(Iterable.java:75) ~[?:?]
	at net.minecraftforge.fml.VersionChecker$1.run(VersionChecker.java:114) ~[fmlcore-1.20.1-47.2.6.jar%23451!/:?]
Caused by: java.lang.IllegalStateException: Expected BEGIN_OBJECT but was STRING at line 8 column 1 path $
	at com.google.gson.stream.JsonReader.beginObject(JsonReader.java:393) ~[gson-2.10.jar%23107!/:?]
	at com.google.gson.internal.bind.MapTypeAdapterFactory$Adapter.read(MapTypeAdapterFactory.java:182) ~[gson-2.10.jar%23107!/:?]
	at com.google.gson.internal.bind.MapTypeAdapterFactory$Adapter.read(MapTypeAdapterFactory.java:144) ~[gson-2.10.jar%23107!/:?]
	at com.google.gson.Gson.fromJson(Gson.java:1214) ~[gson-2.10.jar%23107!/:?]
	... 6 more
[21:43:10] [Forge Version Check/INFO]: [controlling] Starting version check at https://updates.blamejared.com/get?n=controlling&gv=1.20.1
[21:43:10] [Forge Version Check/INFO]: [controlling] Found status: BETA Current: 12.0.2 Target: 12.0.2
[21:43:10] [Forge Version Check/INFO]: [uteamcore] Starting version check at https://api.u-team.info/update/uteamcore.json
[21:43:10] [Worker-ResourceReload-4/INFO]: Setting game stages provider implementation to: KubeJS Stages
[21:43:10] [Worker-ResourceReload-4/INFO]: Chose [KubeJS Stages] as the active game stages implementation
[21:43:10] [Worker-ResourceReload-4/INFO]: Setting permissions provider implementation to: FTB Ranks
[21:43:10] [Worker-ResourceReload-4/INFO]: Chose [FTB Ranks] as the active permissions implementation
[21:43:10] [Worker-ResourceReload-4/INFO]: [FTB Quests] recipe helper provider is [JEI]
[21:43:10] [Worker-ResourceReload-4/INFO]: [FTB Quests] Enabled FTB Filter System integration
[21:43:11] [Forge Version Check/INFO]: [uteamcore] Found status: UP_TO_DATE Current: 5.1.4.312 Target: null
[21:43:11] [Forge Version Check/INFO]: [pickupnotifier] Starting version check at https://raw.githubusercontent.com/Fuzss/modresources/main/update/pickupnotifier.json
[21:43:11] [Render thread/INFO]: GregTech Model loading took 805ms
[21:43:11] [Forge Version Check/INFO]: [pickupnotifier] Found status: UP_TO_DATE Current: 8.0.0 Target: null
[21:43:11] [Forge Version Check/INFO]: [corpse] Starting version check at https://update.maxhenkel.de/forge/corpse
[21:43:11] [Forge Version Check/INFO]: [corpse] Found status: OUTDATED Current: 1.20.1-1.0.14 Target: 1.20.1-1.0.18
[21:43:11] [Forge Version Check/INFO]: [create_connected] Starting version check at https://raw.githubusercontent.com/hlysine/create_connected/main/update.json
[21:43:11] [Forge Version Check/INFO]: [create_connected] Found status: OUTDATED Current: 0.8.2-mc1.20.1 Target: 0.9.2-mc1.20.1
[21:43:11] [Forge Version Check/INFO]: [blur] Starting version check at https://api.modrinth.com/updates/rubidium-extra/forge_updates.json
[21:43:11] [Forge Version Check/INFO]: [blur] Found status: AHEAD Current: 3.1.1 Target: null
[21:43:11] [Forge Version Check/INFO]: [hangglider] Starting version check at https://raw.githubusercontent.com/Fuzss/modresources/main/update/hangglider.json
[21:43:11] [Forge Version Check/INFO]: [hangglider] Found status: UP_TO_DATE Current: 8.0.1 Target: null
[21:43:11] [Forge Version Check/INFO]: [searchables] Starting version check at https://updates.blamejared.com/get?n=searchables&gv=1.20.1
[21:43:11] [Render thread/INFO]: [DRIPPY LOADING SCREEN] Initializing fonts for text rendering..
[21:43:11] [Render thread/INFO]: [DRIPPY LOADING SCREEN] Calculating animation sizes for FancyMenu..
[21:43:11] [Forge Version Check/INFO]: [searchables] Found status: BETA Current: 1.0.3 Target: 1.0.3
[21:43:11] [Forge Version Check/INFO]: [computercraft] Starting version check at https://api.modrinth.com/updates/cc-tweaked/forge_updates.json
[21:43:11] [Render thread/INFO]: [FANCYMENU] ScreenCustomizationLayer registered: drippy_loading_overlay
[21:43:11] [Forge Version Check/INFO]: [computercraft] Found status: OUTDATED Current: 1.113.1 Target: 1.114.2
[21:43:11] [Forge Version Check/INFO]: [unilib] Starting version check at https://raw.githubusercontent.com/CDAGaming/VersionLibrary/master/UniLib/update.json
[21:43:11] [Forge Version Check/INFO]: [unilib] Found status: AHEAD Current: 1.0.2 Target: null
[21:43:11] [Forge Version Check/INFO]: [craftpresence] Starting version check at https://raw.githubusercontent.com/CDAGaming/VersionLibrary/master/CraftPresence/update.json
[21:43:11] [Forge Version Check/INFO]: [craftpresence] Found status: AHEAD Current: 2.5.0 Target: null
[21:43:11] [Forge Version Check/INFO]: [radium] Starting version check at https://api.modrinth.com/updates/radium/forge_updates.json
[21:43:11] [Render thread/INFO]: [FANCYMENU] Preloading animations! This could cause the loading screen to freeze for a while..
[21:43:11] [Render thread/INFO]: [FANCYMENU] Finished preloading animations!
[21:43:11] [Render thread/INFO]: [FANCYMENU] Starting late client initialization phase..
[21:43:11] [Render thread/INFO]: [FANCYMENU] Custom window icon successfully updated!
[21:43:11] [Render thread/INFO]: Client resource reload complete!
[21:43:11] [Render thread/INFO]: Loaded default options for keymappings
[21:43:12] [Render thread/INFO]: [FANCYMENU] Custom window icon successfully updated!
[21:43:12] [Worker-Main-6/INFO]: Found unifont_all_no_pua-15.0.06.hex, loading
[21:43:12] [Forge Version Check/INFO]: [radium] Found status: OUTDATED Current: 0.12.3+git.50c5c33 Target: 0.12.4
[21:43:12] [Forge Version Check/INFO]: [attributefix] Starting version check at https://updates.blamejared.com/get?n=attributefix&gv=1.20.1
[21:43:12] [Forge Version Check/INFO]: [attributefix] Found status: BETA Current: 21.0.4 Target: 21.0.4
[21:43:12] [Forge Version Check/INFO]: [clumps] Starting version check at https://updates.blamejared.com/get?n=clumps&gv=1.20.1
[21:43:12] [Forge Version Check/INFO]: [clumps] Found status: BETA Current: 12.0.0.4 Target: 12.0.0.4
[21:43:12] [Forge Version Check/INFO]: [catalogue] Starting version check at https://mrcrayfish.com/modupdatejson?id=catalogue
[21:43:12] [Render thread/INFO]: [FANCYMENU] ScreenCustomizationLayer registered: pause_screen
[21:43:13] [Worker-ResourceReload-0/WARN]: Texture create_connected:block/fluid_container_window_debug with size 40x32 limits mip level from 4 to 3
[21:43:13] [Render thread/INFO]: Initialized color sets in 86ms
[21:43:13] [Render thread/INFO]: KubeJS TFC configuration:
[21:43:13] [Render thread/INFO]:     Debug mode enabled: false
[21:43:13] [Render thread/INFO]: Initialised AE2WT integration.
[21:43:13] [Forge Version Check/INFO]: [catalogue] Found status: BETA Current: 1.8.0 Target: 1.8.0
[21:43:13] [Forge Version Check/INFO]: [puzzlesaccessapi] Starting version check at https://raw.githubusercontent.com/Fuzss/modresources/main/update/puzzlesaccessapi.json
[21:43:13] [Forge Version Check/INFO]: [puzzlesaccessapi] Found status: BETA Current: 8.0.7 Target: null
[21:43:13] [Forge Version Check/INFO]: [forge] Starting version check at https://files.minecraftforge.net/net/minecraftforge/forge/promotions_slim.json
[21:43:13] [Worker-ResourceReload-8/INFO]: Loading Xaero's World Map - Stage 1/2
[21:43:13] [Worker-ResourceReload-2/INFO]: Loading FirstPerson Mod
[21:43:13] [Placebo Patreon Trail Loader/INFO]: Loading patreon trails data...
[21:43:13] [Placebo Patreon Wing Loader/INFO]: Loading patreon wing data...
[21:43:13] [Placebo Patreon Wing Loader/INFO]: Loaded 34 patreon wings.
[21:43:13] [Placebo Patreon Trail Loader/INFO]: Loaded 42 patreon trails.
[21:43:13] [Worker-ResourceReload-14/INFO]: [KONKRETE] Client-side libs ready to use!
[21:43:13] [Worker-ResourceReload-10/INFO]: [EMI] Discovered Sodium
[21:43:13] [Worker-ResourceReload-6/INFO]: Loading Xaero's Minimap - Stage 1/2
[21:43:13] [Worker-ResourceReload-14/INFO]: Registering S2C receiver with id ae2wtlib:update_wut
[21:43:13] [Worker-ResourceReload-14/INFO]: Registering S2C receiver with id ae2wtlib:update_restock
[21:43:13] [Worker-ResourceReload-14/INFO]: Registering S2C receiver with id ae2wtlib:restock_amounts
[21:43:14] [Worker-ResourceReload-6/INFO]: Backing up Xaero's minimap data...
[21:43:14] [Worker-ResourceReload-6/INFO]: Done backing up Xaero's minimap data!
[21:43:14] [Forge Version Check/INFO]: [forge] Found status: OUTDATED Current: 47.2.6 Target: 47.3.0
[21:43:14] [Forge Version Check/INFO]: [moonlight] Starting version check at https://raw.githubusercontent.com/MehVahdJukaar/Moonlight/multi-loader/forge/update.json
[21:43:14] [Forge Version Check/INFO]: [moonlight] Found status: BETA Current: 1.20-2.13.2 Target: null
[21:43:14] [Forge Version Check/INFO]: [configuration] Starting version check at https://raw.githubusercontent.com/Toma1O6/UpdateSchemas/master/configuration-forge.json
[21:43:14] [Forge Version Check/INFO]: [configuration] Found status: OUTDATED Current: 2.2.0 Target: 2.2.1
[21:43:14] [Forge Version Check/INFO]: [smoothboot] Starting version check at https://github.com/AbdElAziz333/SmoothBoot-Reloaded/raw/mc1.20.1/dev/updates.json
[21:43:14] [Forge Version Check/INFO]: [smoothboot] Found status: UP_TO_DATE Current: 0.0.4 Target: null
[21:43:14] [Forge Version Check/INFO]: [ksyxis] Starting version check at https://raw.githubusercontent.com/VidTu/Ksyxis/main/updater_ksyxis_forge.json
[21:43:14] [Forge Version Check/INFO]: [ksyxis] Found status: UP_TO_DATE Current: 1.3.2 Target: null
[21:43:14] [Forge Version Check/INFO]: [flywheel] Starting version check at https://api.modrinth.com/updates/flywheel/forge_updates.json
[21:43:14] [Forge Version Check/INFO]: [flywheel] Found status: BETA Current: 0.6.10-7 Target: null
[21:43:14] [Forge Version Check/INFO]: [inventoryhud] Starting version check at https://raw.githubusercontent.com/DmitryLovin/pluginUpdate/master/invupdate.json
[21:43:14] [Forge Version Check/INFO]: [inventoryhud] Found status: UP_TO_DATE Current: 3.4.26 Target: null
[21:43:14] [Forge Version Check/INFO]: [puzzleslib] Starting version check at https://raw.githubusercontent.com/Fuzss/modresources/main/update/puzzleslib.json
[21:43:14] [Forge Version Check/INFO]: [puzzleslib] Found status: OUTDATED Current: 8.1.23 Target: 8.1.25
[21:43:14] [Forge Version Check/INFO]: [betterf3] Starting version check at https://api.modrinth.com/updates/betterf3/forge_updates.json
[21:43:14] [Render thread/INFO]: Loading Xaero's Minimap - Stage 2/2
[21:43:14] [Forge Version Check/INFO]: [betterf3] Found status: UP_TO_DATE Current: 7.0.2 Target: null
[21:43:14] [Forge Version Check/INFO]: [packetfixer] Starting version check at https://api.modrinth.com/updates/packet-fixer/forge_updates.json
[21:43:14] [Render thread/INFO]: Registered player tracker system: minimap_synced
[21:43:14] [Render thread/INFO]: Xaero's Minimap: World Map found!
[21:43:14] [Render thread/INFO]: Registered player tracker system: openpartiesandclaims
[21:43:14] [Render thread/INFO]: Xaero's Minimap: Open Parties And Claims found!
[21:43:14] [Render thread/INFO]: No Optifine!
[21:43:14] [Render thread/INFO]: Xaero's Minimap: No Vivecraft!
[21:43:14] [Render thread/INFO]: Xaero's Minimap: Framed Blocks found!
[21:43:14] [Render thread/INFO]: Xaero's Minimap: Iris found!
[21:43:14] [Render thread/INFO]: Loading Xaero's World Map - Stage 2/2
[21:43:14] [Render thread/INFO]: New world map region cache hash code: -815523079
[21:43:14] [Render thread/INFO]: Registered player tracker system: map_synced
[21:43:15] [Render thread/INFO]: Xaero's WorldMap Mod: Xaero's minimap found!
[21:43:15] [Render thread/INFO]: Registered player tracker system: minimap_synced
[21:43:15] [Render thread/INFO]: Registered player tracker system: openpartiesandclaims
[21:43:15] [Render thread/INFO]: Xaero's WorldMap Mod: Open Parties And Claims found!
[21:43:15] [Render thread/INFO]: No Optifine!
[21:43:15] [Render thread/INFO]: Xaero's World Map: No Vivecraft!
[21:43:15] [Render thread/INFO]: Xaero's World Map: Framed Blocks found!
[21:43:15] [Render thread/INFO]: Xaero's World Map: Iris found!
[21:43:15] [Forge Version Check/INFO]: [packetfixer] Found status: UP_TO_DATE Current: 1.4.2 Target: null
[21:43:16] [Worker-ResourceReload-9/WARN]: tfcambiental:snowshoes#inventory
java.io.FileNotFoundException: tfcambiental:models/item/snowshoes.json
	at net.minecraft.client.resources.model.ModelBakery.m_119364_(ModelBakery.java:417) ~[client-1.20.1-20230612.114412-srg.jar%23450!/:?]
	at net.minecraft.client.resources.model.ModelBakery.m_119362_(ModelBakery.java:266) ~[client-1.20.1-20230612.114412-srg.jar%23450!/:?]
	at net.minecraft.client.resources.model.ModelBakery.m_119341_(ModelBakery.java:243) ~[client-1.20.1-20230612.114412-srg.jar%23450!/:?]
	at net.minecraft.client.resources.model.ModelBakery.m_119306_(ModelBakery.java:384) ~[client-1.20.1-20230612.114412-srg.jar%23450!/:?]
	at net.minecraft.client.resources.model.ModelBakery.<init>(ModelBakery.java:150) ~[client-1.20.1-20230612.114412-srg.jar%23450!/:?]
	at net.minecraft.client.resources.model.ModelManager.m_246505_(ModelManager.java:83) ~[client-1.20.1-20230612.114412-srg.jar%23450!/:?]
	at java.util.concurrent.CompletableFuture.biApply(CompletableFuture.java:1311) ~[?:?]
	at java.util.concurrent.CompletableFuture$BiApply.tryFire(CompletableFuture.java:1280) ~[?:?]
	at java.util.concurrent.CompletableFuture$Completion.exec(CompletableFuture.java:483) ~[?:?]
	at java.util.concurrent.ForkJoinTask.doExec(ForkJoinTask.java:373) ~[?:?]
	at java.util.concurrent.ForkJoinPool$WorkQueue.topLevelExec(ForkJoinPool.java:1182) ~[?:?]
	at java.util.concurrent.ForkJoinPool.scan(ForkJoinPool.java:1655) ~[?:?]
	at java.util.concurrent.ForkJoinPool.runWorker(ForkJoinPool.java:1622) ~[?:?]
	at java.util.concurrent.ForkJoinWorkerThread.run(ForkJoinWorkerThread.java:165) ~[?:?]
[21:43:17] [Worker-ResourceReload-9/WARN]: carpeted:block/label
java.io.FileNotFoundException: carpeted:models/block/label.json
	at net.minecraft.client.resources.model.ModelBakery.m_119364_(ModelBakery.java:417) ~[client-1.20.1-20230612.114412-srg.jar%23450!/:?]
	at net.minecraft.client.resources.model.ModelBakery.m_119362_(ModelBakery.java:262) ~[client-1.20.1-20230612.114412-srg.jar%23450!/:?]
	at net.minecraft.client.resources.model.ModelBakery.m_119341_(ModelBakery.java:243) ~[client-1.20.1-20230612.114412-srg.jar%23450!/:?]
